Fragetext,Antwort,Sprache,Sentiment,Zahlenwert
An der LV hat mir besonders gut gefallen:,-Die Mitbestimmung bei der Auswahl der Inhalte.,de,neutral,-0.001820467528887093
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"-Einige Sitzungen eventuell geblockt durchführen, dann wäre mehr Zeit für Nachbereitung/Diskussion",de,neutral,-0.0028345778118819
Das Thema dieser LV hat mich interessiert.,"Bessere Aufarbeitung des Internationalenbezugs iVm Unternehmensrecht, als in den Vorsemestern (EU Parlament usw...)",de,negative,-0.5465124100446701
An der LV hat mir besonders gut gefallen:,"Die nette Vortragende Frau Dr. Ladler,",de,positive,0.9359312020242214
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Frau Ladler hat, obwohl der Stoff eher trocken ist, das Wissen sehr gut vermittelt und sehr gut erklärt.",de,neutral,0.0031288464087992907
An der LV hat mir besonders gut gefallen:,Die fachliche Kompetenz der Vortragenden,de,neutral,-8.823326788842678e-05
An der LV hat mir besonders gut gefallen:,"Die Unterlagen dieses Semesters waren viel besser gegliedert als die Unterlagen im Vorsemester (damals ein klarer schwachpunkt). (Vermutlich dadurch auch die Vorlesung, bei der ich allerdings nur im WS war)",de,neutral,-0.002717727213166654
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Fallbeispiele durchgeübt,de,neutral,-0.0033294460736215115
An der LV hat mir besonders gut gefallen:,"Alles wurde sehr verständlich erklärt, man konnte gut folgen ",de,positive,0.9940317044965923
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Fragen zu genauen EWG Richtlinien, die nicht im Kodex stehen (Multiple choice) ",de,neutral,-0.0003197910264134407
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Fallbeispiele rechtzeitig üben nicht erst eine LV vor Klausur,de,neutral,-7.567551074316725e-05
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Timeslot auf 2 Stunden ausweiten, dann ist der Hörsaal wechsel nicht so stressig.",de,neutral,-0.003195825149305165
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Es wäre besser diese LV nicht über das gesamte Semester zu ziehen sondern sie eher schneller abzuhandeln, da man sonst schnell wichtige Dinge vom Beginn vergisst.",de,neutral,-0.05790882557630539
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Die Folien könnten etwas umfangreicher sein, da man ohne eine Mitschrift die Folien kaum versteht",de,positive,0.5653926879167557
"Die Lehrperson hat den Studierenden die Gelegenheit geboten, auch während des Semesters Feedback zur Lehrveranstaltung zu geben. (Informell oder auch durch Anwendung bestimmter Methoden wie z.B. des „Blitzlichtes“ oder der „+/-/? Methode“)","Wurde in der Mitte des Semesters (mündlich-Brainstorming) besprochen, da es keinen Bedarf (Notwenigkeit) zu einem Anonymen Feedback gegeben hat.",de,neutral,-6.513997050205944e-06
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,Kommentarfunktion ist sehr gut,de,positive,0.9481292963027954
An der LV hat mir besonders gut gefallen:,"Der Vortragende hat eine sehr angenehme Art den Stoff zu übermitteln, die Fälle helfen beim Verständnis der Theorie.",de,neutral,-0.002419285010546446
An der LV hat mir besonders gut gefallen:,Die Themen wurden verständlich erklärt und interessant vorgetragen. LV-Leiter ist auf Fragen der Studierenden eingegangen und war sehr bemüht. LV wird weiter  empfohlen.,de,positive,0.9951333568897098
An der LV hat mir besonders gut gefallen:,"Sehr gut erklärt, auf Fragen wurde eingegangen, durch die Beispiele wurde es fiel es leicht die gesetzlichen Regelungen zu verstehen.",de,neutral,0.0775788682512939
An der LV hat mir besonders gut gefallen:,Das Thema ist grundsätzlich interessant. ,de,neutral,-0.0019511563004925847
An der LV hat mir besonders gut gefallen:,Blockveranstaltung,sv,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,netter Dozent,de,positive,0.9210869260132313
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"interessantes Themengebiet v. a. das Erbrecht, super Vortragender",de,neutral,0.0026967935264110565
An der LV hat mir besonders gut gefallen:,"konsequenter Aufbau, Strukturiertheit",de,neutral,-0.007991675287485123
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,gut vorgetragen,da,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Kompetenter Vortragender,da,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,etwas weniger Pausen beim Reden dann würde es schneller vorangehen ,de,positive,0.9640457555651665
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Keine Kritikpunkte!,de,negative,-0.840219035744667
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Die Art des Vortrages sollte noch verbessert werden. Der Vortragende sollte sich die Folien/Notizen vor dem Vortrag durchlesen, um einen einigermaßen flüssigen Vortrag zu gewährleisten. Es ist so sehr schwer dem Vortragenden zu folgen.",de,negative,-0.8615357764065266
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"nicht als Blockveranstalltung abhalten, da doch sehr ""trockener"" Stoff, dem man nur ungerne solange am Stück folgt. ",de,negative,-0.9686769247055054
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Die Klausur war etwas sonderbar. ,de,positive,0.12519896030426025
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Die Klausur war im Vergleich zu den Beispielen, die in der Vorlesung durchgenommen wurden sehr schwer. ",de,neutral,-1.90715891221771e-05
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"das Tempo etwas anpassen, tlw. wurden Themen ewig in die länge gezogen",de,negative,-0.8717099577188492
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Die ""alles oder nichts""-Methode bei der Klausurbenotung ist nicht besonders gut gewählt, da man durch kleine Fehler sehr viele Punkte verlieren kann. Vor allem bei so wenigen Fragen bekommt man dadurch sehr schnell eine schlechte Note. Es wäre besser mehr Fragen zu stellen um etwas mehr Spielraum zu erhalten.",de,negative,-0.965180641040206
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Vortrag des Dozenten,de,negative,-0.43803130090236664
,,unknown,not analyzed,
